Source,As,Ba,Cd,Cr,Cu,Mn,Mo,Ni,Pb,Sb,Sr,V,Zn
Site1,0.947913504,62.76391623,0.066014669,17.38185218,16.53929238,5.664105316,1.897521722,5.687177855,3.91474237,4.146149641,1.503469357,15.64037743,54.19187928
Site3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Site4,-1.671790739,58.17162928,0.107607969,19.2883843,52.87826128,10.19087287,5.02261635,7.966140421,9.121681982,10.55694717,1.193881776,15.23390397,72.83355047
Site2,-2.164076792,47.52461668,0.167146161,14.69935724,47.30120914,9.654299245,4.731195604,4.331573298,8.252614959,10.03224998,1.527990133,16.50578605,40.91657569
Site3,-2.101148396,57.40854062,0.134002848,23.32968598,39.66972861,7.294842485,3.50840547,12.23507537,7.433837895,6.853855909,1.338267259,7.379510052,116.6981891
Site3,-2.429982756,77.35035325,0.101577609,10.41530093,42.97807096,9.482225998,3.943521392,3.086832935,7.85539589,9.824141387,8.588193623,8.852633072,50.15873924
Site4,-5.646910761,66.13462457,0.115233731,26.69993664,67.99861824,13.01939308,6.960512174,8.006296515,9.31959689,13.11390287,1.560084864,10.09881598,63.59567648
Site3,-0.913278404,43.8009269,0.171175061,49.9653308,56.21741991,12.22244804,5.94093968,18.47515534,18.53953708,11.24052908,1.952760344,35.24166119,64.45936418
Site3,-2.73802685,63.41585704,0.114252575,37.04505986,48.52251476,9.98347168,5.743567279,16.7059195,10.29606341,9.274656857,2.633377642,22.30752659,56.66498705
Site4,0.088772367,44.46986072,0.176810583,51.78428442,38.48180565,11.2784495,4.889706906,21.33238095,9.975752554,7.35768273,1.803411952,45.45491415,85.70466071
Site4,-0.453782996,59.79190839,0.229275188,24.00557184,53.54444662,11.24367323,5.616174537,10.8521549,11.02901807,10.77116383,1.382335409,16.06411363,70.22786255
Site2,-2.607270123,89.73679765,0.409448281,57.16838677,75.84957416,17.56327339,12.95727418,19.03192407,20.29686774,15.08242943,2.282456446,54.77945921,84.51339002
Site1,1.588108819,70.93974845,0.091848451,8.112804029,40.73477974,7.748131076,4.125262127,3.844687842,8.408820955,8.674437612,0.794784226,9.63887784,55.68077611
Site3,-4.125024586,78.20605068,0.131202647,18.21748436,53.14428547,9.499675337,5.355532834,5.785009397,9.423112426,10.2738658,1.12110718,13.30064392,65.45672596
Site4,-0.269288271,72.59678308,0.17613759,32.88920179,65.81996984,14.3782782,7.048967152,12.33863175,10.07528184,12.94758259,1.940861557,29.37308781,79.04090152
Site2,-1.270719873,50.78596187,0.084024532,11.14329308,23.68700519,4.375029483,2.296746856,2.808362505,5.246619066,5.029874142,6.908708462,4.34142657,36.3403603
Site3,-2.770958013,82.85383062,0.458249805,52.62394399,76.44912879,19.37866058,6.747993679,36.39788258,18.16402366,13.09033823,2.343726021,69.6070453,94.06860664
Site3,13.02188674,-4.600058414,-0.039231285,-27.56012279,-26.66937811,-9.432419863,-0.796625344,-6.044088109,-0.526071477,-0.679943065,-4.823474568,-41.37563905,-10.22635799
Site4,-2.857693115,108.5009166,0.110098,64.53373562,75.83959324,18.3838365,9.253333605,22.55051523,10.39942573,14.3919592,2.827018506,66.09998666,99.09331335
Site3,-2.392313951,64.57381984,0.076593853,10.63872267,59.05816107,12.8334187,5.645117306,3.501468808,8.073497255,11.42583145,2.724727389,24.04382174,77.31639732
Site1,-2.235279618,70.17826068,0.121129528,23.98859246,67.54689861,11.64701981,5.270413352,8.051449939,9.748646363,10.83591967,5.73272167,30.34759008,55.13818809
Site3,0.117182656,60.31902792,0.157539411,26.29720534,54.98891324,12.17850411,5.90206117,8.609188912,13.87603247,10.33310366,3.093957996,20.02171289,89.47937587
Site3,-4.976222778,59.43530915,0.452151274,20.66528856,54.7078828,14.81145948,5.599136101,5.875842496,34.04920985,12.27824473,2.438133203,23.94746148,83.51661807
Site1,-1.053096528,28.78285723,0.05603874,9.001903467,13.09543902,4.183169205,1.459187472,3.552879843,7.483619717,2.671554412,0.574136011,5.026559988,39.57758764
Site3,-1.68223092,88.32016382,0.051991227,15.97723525,48.98881152,11.43722223,4.869814098,5.305871533,10.37958773,9.323487178,2.135619496,12.40922149,80.86540386
Site1,-3.231589591,106.6378145,0.444219988,32.20021032,72.42145715,16.10255033,7.045098472,6.392885334,21.18945683,14.82096306,11.99096813,25.70137413,84.72985058
Site3,-1.817848007,51.13674448,0.223093783,23.90632254,51.47688312,11.63021846,4.921712678,8.326590056,15.44412776,9.672454659,1.958119776,18.04892088,86.18092664
Site1,-0.162821068,47.81747955,0.079531665,4.778941967,29.81265749,6.446495509,2.789373601,1.547314193,9.257889213,5.770669303,1.936103555,12.34564487,50.32337002
Site3,2.600736491,46.7601263,0.329399958,12.88719688,25.92595271,13.41113767,2.979239803,6.833703952,14.40445754,5.767827214,1.639456319,10.35977706,91.93621376
Site1,-1.745779848,71.67382961,0.151313845,32.23796537,58.16963091,12.74598632,5.558895805,11.77027291,13.15908205,9.547879223,2.602770249,24.99846948,155.5881126
Site3,1.036095842,88.35523576,0.353640635,52.39000142,45.30631874,15.02655106,4.988847852,18.57736855,20.75966068,8.507710288,2.464582362,60.93383928,120.4097789
Site1,-0.807665132,28.81155718,0.081107717,16.39966763,15.42887699,5.312736329,1.883945381,6.742510645,5.669557232,3.085944425,1.496925595,15.85651197,53.84303648
Site3,1.501574489,89.48409216,0.247913392,28.16220498,41.08925877,14.70779852,4.846197943,10.51886936,21.13735892,9.387280021,9.683385498,33.59443857,103.2865807
Site1,1.353943728,96.87302914,0.2615207,14.07529873,62.16426299,16.12007566,8.071189416,3.126088191,14.33821067,12.54073593,2.776539078,19.94807666,106.6072827
Site3,-4.3684689,51.48746436,0.152889931,17.26193524,39.20583607,10.80496034,3.350976931,9.278085554,10.33479247,7.16288012,2.358872569,15.59750232,70.60144262
Site1,0.278020891,43.92126709,0.163911668,20.01529619,35.37667723,11.21296815,3.935449213,5.667587287,11.35240065,7.534562485,2.484509426,15.93233994,62.54802096
Site3,-0.870147236,71.90625804,0.233538413,33.06303159,38.61590035,13.10449719,4.399610772,12.25222813,10.06588549,7.668937009,1.55182826,27.42902012,88.6704566
Site1,-3.960491837,29.58459434,-0.001330854,-5.687305866,-11.88822732,-3.102289459,-0.341640651,0.236003761,0.712953733,-0.061866838,-2.579538496,-9.044972843,63.19401186
Site3,-2.561094283,92.03745986,0.107058304,55.62490181,33.47672118,11.12528218,3.554053586,21.98188883,5.049490018,6.02993716,2.570433716,64.72138137,74.04224447
